 id  |          name           | gender | height 
 Ármann Ármannsson       | Male        |   1.77 |   8.42 | Triple Jump
 Ármann Geirsson         | Male        |   1.84 |   1.21 | High Jump
 Angela Friðgeirsdóttir  | Female      |   1.68 |   16.3 | Shot Put
 Ása Evudóttir           | Female      |   1.65 |  15.68 | Shot Put
 Jóna Angeludóttir       | Female      |   1.69 |   1.18 | High Jump
 Geir Kristjánsson       | Male        |   1.73 |  12.76 | Shot Put
 Björgvin Björgvinsson   | Male        |   1.75 |   7.62 | 100 m dash
 Geir Kristjánsson       | Male        |   1.73 |    9.5 | Shot Put
 Kristján Björnsson      | Male        |   1.87 |   9.45 | 100 m dash
 Gunnar Jónsson          | Male        |   1.81 |   6.16 | Long Jump
 Friðgeir Rúnarsson      | Male        |   1.74 |   7.62 | Triple Jump
 Sunneva Friðgeirsdóttir | Female      |   1.73 |   9.23 | 100 m dash
 Geir Hulduson           | Male        |   1.71 |   6.71 | 100 m dash
 Björn Björnsson         | Male        |   1.84 |   9.01 | Shot Put
 Gréta Kristjánsdóttir   | Female      |   1.62 |   1.93 | High Jump
 Ása Jónsdóttir          | Female      |    1.7 |   6.47 | 100 m dash
 Geir Friðgeirsson       | Male        |   1.86 |   4.75 | Long Jump
 Elva Friðgeirsdóttir    | Female      |   1.77 |   6.62 | 100 m dash
 Jóna Björnsdóttir       | Female      |   1.69 |  10.44 | Shot Put
 Geir Hulduson           | Male        |   1.71 |   6.16 | Long Jump
 Rúnar Rúnarsson         | Male        |   1.85 |   2.04 | High Jump
 Ása Björgvinsdóttir     | Female      |   1.71 |   6.78 | 100 m dash
 Hulda Evudóttir         | Female      |   1.77 |    9.8 | Triple Jump
 Helga Björgvinsdóttir   | Female      |   1.73 |  11.41 | Triple Jump
 Lovísa Kristjánsdóttir  | Female      |   1.62 |  13.37 | Shot Put
 Lovísa Kristjánsdóttir  | Female      |   1.62 |   8.11 | Triple Jump
 Hulda Kristjánsdóttir   | Female      |   1.71 |   8.85 | 100 m dash
 Geir Rúnarsson          | Male        |   1.78 |   6.63 | Long Jump
 Lovísa Kristjánsdóttir  | Female      |   1.62 |   8.07 | 100 m dash
 Ármann Geirsson         | Male        |   1.77 |  11.27 | Triple Jump
 Ása Rúnarsdóttir        | Female      |   1.63 |  10.17 | 100 m dash
 Jón Ármannsson          | Male        |   1.78 |   9.42 | Triple Jump
 Björn Lovísuson         | Male        |   1.85 |   3.91 | Long Jump
 Geir Björgvinsson       | Male        |   1.81 |  11.28 | Triple Jump
 Jóna Björnsdóttir       | Female      |   1.69 |   1.46 | High Jump
 Hulda Björnsdóttir      | Female      |   1.74 |  12.39 | Shot Put
 Lovísa Gunnarsdóttir    | Female      |   1.74 |   4.58 | Long Jump
 Elva Gunnarsdóttir      | Female      |   1.79 |  11.82 | Shot Put
 Jón Rúnarsson           | Male        |   1.75 |   1.57 | High Jump
 Elva Rúnarsdóttir       | Female      |   1.67 |   9.04 | Shot Put
 Gréta Friðgeirsdóttir   | Female      |   1.64 |   7.84 | Triple Jump
 Geir Kristjánsson       | Male        |   1.73 |   7.08 | 100 m dash
 Hulda Jónsdóttir        | Female      |   1.75 |   6.49 | Long Jump
 Elva Gunnarsdóttir      | Female      |   1.64 |    9.4 | 100 m dash
 Gréta Jónsdóttir        | Female      |   1.73 |   8.23 | Triple Jump
 Jóna Friðgeirsdóttir    | Female      |   1.76 |   8.75 | Shot Put
 Gunnar Kristjánsson     | Male        |   1.78 |   1.28 | High Jump
 Gunnar Jónsson          | Male        |   1.81 |  12.96 | Shot Put
 Kristján Jónsson        | Male        |   1.89 |   1.84 | High Jump
 Rúnar Björgvinsson      | Male        |   1.88 |   6.17 | Long Jump
 Geir Grétuson           | Male        |   1.88 |   5.23 | Long Jump
 Hulda Evudóttir         | Female      |   1.77 |   1.85 | High Jump
 Björn Rúnarsson         | Male        |   1.88 |   5.82 | Long Jump
 Sunneva Geirsdóttir     | Female      |   1.66 |   9.39 | Triple Jump
 Sunneva Friðgeirsdóttir | Female      |   1.73 |   6.73 | 100 m dash
 Hulda Elvudóttir        | Female      |   1.61 |  14.86 | Shot Put
 Geir Björnsson          | Male        |   1.72 |   8.65 | 100 m dash
 Gréta Friðgeirsdóttir   | Female      |   1.64 |   9.25 | 100 m dash
 Sunneva Kristjánsdóttir | Female      |   1.74 |   12.9 | Shot Put
 Björn Geirsson          | Male        |   1.84 |   8.26 | Triple Jump
 Geir Kristjánsson       | Male        |   1.73 |   2.05 | High Jump
 Lovísa Benediktsdóttir  | Female      |   1.69 |   5.58 | Long Jump
 Gréta Friðgeirsdóttir   | Female      |   1.64 |  12.37 | Triple Jump
 Jóna Benediktsdóttir    | Female      |   1.73 |   9.14 | Triple Jump
 Björn Jónuson           | Male        |   1.73 |   3.42 | Long Jump
 Lovísa Gunnarsdóttir    | Female      |   1.74 |  14.54 | Shot Put
 Björn Geirsson          | Male        |   1.71 |  10.56 | Shot Put
 Björn Björnsson         | Male        |   1.82 |  15.33 | Shot Put
 Ármann Ármannsson       | Male        |   1.77 |   4.96 | Long Jump
 Gréta Rúnarsdóttir      | Female      |   1.63 |   5.01 | Long Jump
 Ása Jónsdóttir          | Female      |    1.7 |   4.95 | Long Jump
 Ármann Rúnarsson        | Male        |   1.78 |   4.21 | Long Jump
 Björn Björnsson         | Male        |   1.84 |   8.54 | 100 m dash
 Lovísa Sunnevudóttir    | Female      |   1.73 |   9.22 | 100 m dash
 Hulda Evudóttir         | Female      |   1.77 |   4.78 | Long Jump
 Benedikt Helguson       | Male        |   1.88 |   6.53 | Long Jump
 Ármann Rúnarsson        | Male        |   1.78 |    6.6 | Triple Jump
 Rúnar Kristjánsson      | Male        |   1.71 |   9.05 | 100 m dash
 Kristján Evuson         | Male        |   1.84 |   8.15 | Triple Jump
 Gunnar Benediktsson     | Male        |   1.89 |   2.06 | High Jump
 Friðgeir Sunnevuson     | Male        |   1.73 |   9.01 | Triple Jump
 Kristján Ármannsson     | Male        |   1.89 |   2.07 | High Jump
 Gréta Rúnarsdóttir      | Female      |   1.63 |   9.24 | 100 m dash
 Friðgeir Gunnarsson     | Male        |   1.87 |  12.95 | Shot Put
 Jóna Jónsdóttir         | Female      |   1.72 |   4.31 | Long Jump
 Elva Kristjánsdóttir    | Female      |   1.64 |   6.15 | Long Jump
 Björgvin Björnsson      | Male        |   1.82 |   9.52 | 100 m dash
 Eva Geirsdóttir         | Female      |   1.61 |  11.97 | Triple Jump
 Friðgeir Gunnarsson     | Male        |   1.87 |   1.34 | High Jump
 Geir Björnsson          | Male        |   1.72 |   9.75 | Triple Jump
 Helga Friðgeirsdóttir   | Female      |    1.6 |   2.09 | High Jump
 Eva Björgvinsdóttir     | Female      |   1.79 |   8.95 | 100 m dash
 Gunnar Jónsson          | Male        |   1.81 |   1.65 | High Jump
 Hulda Björgvinsdóttir   | Female      |   1.72 |   5.96 | 100 m dash
 Kristján Gunnarsson     | Male        |   1.81 |   5.99 | Long Jump
 Gunnar Benediktsson     | Male        |   1.83 |  10.29 | 100 m dash
 Gréta Kristjánsdóttir   | Female      |   1.62 |   9.55 | Shot Put
 Elva Gunnarsdóttir      | Female      |   1.64 |  15.85 | Shot Put
 Friðgeir Friðgeirsson   | Male        |   1.89 |   6.51 | Long Jump
 Geir Grétuson           | Male        |   1.88 |  15.07 | Shot Put
 Angela Geirsdóttir      | Female      |   1.76 |   1.46 | High Jump
 Ása Björgvinsdóttir     | Female      |   1.71 |   6.14 | 100 m dash
 Ása Geirsdóttir         | Female      |   1.75 |    1.7 | High Jump
 Elva Friðgeirsdóttir    | Female      |   1.77 |  13.38 | Shot Put
 Elva Friðgeirsdóttir    | Female      |   1.77 |  14.94 | Shot Put
 Geir Kristjánsson       | Male        |   1.73 |   9.27 | Shot Put
 Gréta Rúnarsdóttir      | Female      |   1.63 |   6.58 | Triple Jump
 Ása Jónsdóttir          | Female      |    1.7 |   1.32 | High Jump
 Angela Björgvinsdóttir  | Female      |   1.64 |   10.2 | Triple Jump
 Kristján Gunnarsson     | Male        |   1.81 |   9.71 | 100 m dash
 Gunnar Jónsson          | Male        |   1.81 |    3.4 | Long Jump
 Eva Gunnarsdóttir       | Female      |   1.61 |  14.21 | Shot Put
 Jóna Benediktsdóttir    | Female      |   1.78 |   7.17 | 100 m dash
 Helga Elvudóttir        | Female      |   1.68 |   1.68 | High Jump
 Rúnar Kristjánsson      | Male        |   1.76 |   7.81 | 100 m dash
 Lovísa Benediktsdóttir  | Female      |   1.72 |  11.14 | Shot Put
 Kristján Björnsson      | Male        |   1.87 |  14.75 | Shot Put
 Gunnar Björnsson        | Male        |   1.77 |   9.39 | Shot Put
 Björn Björnsson         | Male        |   1.84 |   5.86 | Long Jump
 Friðgeir Gunnarsson     | Male        |   1.87 |   9.73 | Shot Put
 Hulda Björgvinsdóttir   | Female      |   1.72 |   8.17 | 100 m dash
 Ása Friðgeirsdóttir     | Female      |   1.75 |   1.68 | High Jump
 Eva Gunnarsdóttir       | Female      |   1.61 |   6.45 | Long Jump
 Lovísa Sunnevudóttir    | Female      |   1.73 |   9.48 | Shot Put
 Sunneva Björnsdóttir    | Female      |   1.71 |   1.23 | High Jump
 Elva Rúnarsdóttir       | Female      |   1.67 |   1.09 | High Jump
 Elva Gunnarsdóttir      | Female      |   1.64 |  16.09 | Shot Put
 Sunneva Friðgeirsdóttir | Female      |   1.73 |  15.58 | Shot Put
 Kristján Geirsson       | Male        |   1.75 |  14.22 | Shot Put
 Ása Kristjánsdóttir     | Female      |   1.64 |  11.04 | Triple Jump
 Hulda Kristjánsdóttir   | Female      |   1.71 |   1.98 | High Jump
 Eva Geirsdóttir         | Female      |   1.61 |   5.62 | Long Jump
 Angela Friðgeirsdóttir  | Female      |   1.79 |   6.69 | 100 m dash
 Eva Björgvinsdóttir     | Female      |   1.79 |   1.27 | High Jump
 Sunneva Helgudóttir     | Female      |   1.77 |  10.82 | Shot Put
 Björn Rúnarsson         | Male        |   1.88 |  14.32 | Shot Put
 Björn Angeluson         | Male        |   1.84 |   6.74 | 100 m dash
 Benedikt Helguson       | Male        |   1.88 |   6.19 | Long Jump
 Sunneva Björnsdóttir    | Female      |    1.7 |   6.75 | Long Jump
 Helga Friðgeirsdóttir   | Female      |    1.6 |   6.12 | 100 m dash
 Angela Friðgeirsdóttir  | Female      |   1.68 |  11.31 | Shot Put
 Jóna Björnsdóttir       | Female      |   1.69 |   7.58 | 100 m dash
 Geir Benediktsson       | Male        |   1.89 |   9.48 | Shot Put
 Hulda Geirsdóttir       | Female      |   1.62 |   9.63 | 100 m dash
 Geir Kristjánsson       | Male        |   1.73 |  10.39 | Shot Put
 Ármann Geirsson         | Male        |   1.88 |  12.77 | Shot Put
 Björgvin Björnsson      | Male        |   1.82 |   1.71 | High Jump
 Benedikt Benediktsson   | Male        |   1.81 |   1.61 | High Jump
 Eva Björgvinsdóttir     | Female      |   1.79 |   4.08 | Long Jump
 Geir Grétuson           | Male        |   1.88 |   9.13 | Triple Jump
 Geir Grétuson           | Male        |   1.88 |    1.6 | High Jump
 Ármann Ármannsson       | Male        |   1.77 |   9.19 | 100 m dash
 Jóna Björgvinsdóttir    | Female      |   1.65 |   5.75 | Long Jump
 Hulda Kristjánsdóttir   | Female      |   1.79 |   2.01 | High Jump
 Ármann Geirsson         | Male        |   1.88 |   1.69 | High Jump
 Ármann Rúnarsson        | Male        |   1.78 |   1.21 | High Jump
 Ármann Ármannsson       | Male        |   1.77 |   1.08 | High Jump
 Gunnar Benediktsson     | Male        |   1.89 |   5.82 | Long Jump
 Kristján Evuson         | Male        |   1.84 |  10.19 | Triple Jump
 Ármann Rúnarsson        | Male        |   1.77 |   3.65 | Long Jump
 Hulda Jónsdóttir        | Female      |   1.75 |  13.08 | Shot Put
 Angela Friðgeirsdóttir  | Female      |   1.68 |   6.03 | 100 m dash
 Jóna Björnsdóttir       | Female      |   1.69 |   4.31 | Long Jump
 Björgvin Ármannsson     | Male        |   1.72 |   4.14 | Long Jump
 Angela Friðgeirsdóttir  | Female      |   1.79 |   3.69 | Long Jump
 Ása Friðgeirsdóttir     | Female      |   1.75 |  12.08 | Triple Jump
 Ása Friðgeirsdóttir     | Female      |   1.75 |   1.18 | High Jump
 Björn Rúnarsson         | Male        |   1.88 |  11.96 | Triple Jump
 Angela Friðgeirsdóttir  | Female      |   1.68 |   6.74 | Triple Jump
 Eva Gunnarsdóttir       | Female      |   1.61 |   6.44 | 100 m dash
 Kristján Evuson         | Male        |   1.84 |   7.97 | Triple Jump
 Sunneva Björnsdóttir    | Female      |   1.71 |   6.94 | 100 m dash
 Rúnar Björnsson         | Male        |   1.71 |   5.76 | Long Jump
 Rúnar Sunnevuson        | Male        |   1.75 |  11.42 | Shot Put
 Sunneva Friðgeirsdóttir | Female      |   1.73 |   1.75 | High Jump
 Björgvin Ármannsson     | Male        |   1.72 |   9.83 | 100 m dash
 Björn Geirsson          | Male        |   1.71 |   1.22 | High Jump
 Jóna Benediktsdóttir    | Female      |   1.73 |    1.1 | High Jump
 Angela Friðgeirsdóttir  | Female      |   1.68 |  13.89 | Shot Put
 Björn Björnsson         | Male        |   1.77 |   1.72 | High Jump
 Gunnar Benediktsson     | Male        |   1.89 |   1.38 | High Jump
 Hulda Jónsdóttir        | Female      |   1.73 |   6.85 | Triple Jump
 Geir Grétuson           | Male        |   1.88 |   6.79 | Triple Jump
 Jóna Geirsdóttir        | Female      |   1.71 |   7.29 | 100 m dash
 Friðgeir Gunnarsson     | Male        |   1.87 |   1.06 | High Jump
 Ása Jónsdóttir          | Female      |    1.7 |  10.16 | Triple Jump
 Ása Geirsdóttir         | Female      |   1.76 |  11.04 | Shot Put
 Gréta Rúnarsdóttir      | Female      |   1.73 |   5.09 | Long Jump
 Helga Björnsdóttir      | Female      |   1.63 |  10.74 | Shot Put
 Jón Rúnarsson           | Male        |   1.75 |   8.36 | Triple Jump
 Friðgeir Gunnarsson     | Male        |   1.78 |  14.13 | Shot Put
 Rúnar Kristjánsson      | Male        |   1.71 |      6 | Long Jump
 Rúnar Rúnarsson         | Male        |   1.85 |  16.22 | Shot Put
 Ármann Rúnarsson        | Male        |   1.78 |  11.15 | Triple Jump
 Jóna Benediktsdóttir    | Female      |   1.73 |   9.72 | Triple Jump
 Ármann Geirsson         | Male        |   1.88 |   6.24 | Long Jump
 Jóna Benediktsdóttir    | Female      |   1.78 |   3.69 | Long Jump
 Friðgeir Sunnevuson     | Male        |   1.73 |  12.36 | Triple Jump
 Angela Friðgeirsdóttir  | Female      |   1.68 |   5.05 | Long Jump
 Gunnar Ármannsson       | Male        |   1.85 |  11.27 | Triple Jump
 Kristján Björnsson      | Male        |   1.85 |  12.67 | Shot Put
 Ármann Rúnarsson        | Male        |   1.77 |   4.18 | Long Jump
 Elva Gunnarsdóttir      | Female      |   1.64 |   1.35 | High Jump
 Sunneva Kristjánsdóttir | Female      |   1.74 |    2.1 | High Jump
 Benedikt Ármannsson     | Male        |   1.88 |     10 | Shot Put
 Gunnar Jónsson          | Male        |   1.81 |    8.8 | 100 m dash
 Gréta Rúnarsdóttir      | Female      |   1.73 |  16.51 | Shot Put
 Hulda Elvudóttir        | Female      |   1.61 |  12.87 | Shot Put
 Sunneva Kristjánsdóttir | Female      |   1.74 |   1.63 | High Jump
 Sunneva Björnsdóttir    | Female      |   1.71 |  15.47 | Shot Put
 Sunneva Gunnarsdóttir   | Female      |   1.63 |   6.64 | Long Jump
 Geir Benediktsson       | Male        |   1.89 |   4.28 | Long Jump
 Björn Benediktsson      | Male        |   1.84 |   9.19 | Triple Jump
 Sunneva Helgudóttir     | Female      |   1.77 |    7.1 | 100 m dash
 Geir Friðgeirsson       | Male        |   1.73 |    5.3 | 100 m dash
 Helga Björnsdóttir      | Female      |   1.63 |  14.82 | Shot Put
 Ása Evudóttir           | Female      |   1.65 |   9.15 | 100 m dash
 Ása Geirsdóttir         | Female      |   1.75 |   1.26 | High Jump
 Jóna Angeludóttir       | Female      |   1.69 |   9.58 | 100 m dash
 Hulda Kristjánsdóttir   | Female      |   1.71 |   9.46 | 100 m dash
 Hulda Björnsdóttir      | Female      |   1.74 |  11.49 | Triple Jump
 Jóna Jónsdóttir         | Female      |   1.72 |  12.38 | Shot Put
 Lovísa Helgudóttir      | Female      |   1.64 |   9.15 | Shot Put
 Gréta Elvudóttir        | Female      |   1.76 |   4.45 | Long Jump
 Gréta Rúnarsdóttir      | Female      |   1.73 |   5.94 | Long Jump
 Friðgeir Gunnarsson     | Male        |   1.87 |   8.84 | Shot Put
 Björn Lovísuson         | Male        |   1.85 |   6.04 | 100 m dash
 Hulda Geirsdóttir       | Female      |   1.62 |    1.7 | High Jump
 Helga Björnsdóttir      | Female      |   1.63 |   9.73 | 100 m dash
 Ása Evudóttir           | Female      |   1.65 |   5.58 | Long Jump
 Lovísa Sunnevudóttir    | Female      |   1.73 |  10.11 | Triple Jump
 Helga Björnsdóttir      | Female      |   1.63 |   6.56 | 100 m dash
 Ármann Geirsson         | Male        |   1.77 |   9.48 | Triple Jump
 Björn Jónuson           | Male        |   1.73 |  10.35 | 100 m dash
 Angela Rúnarsdóttir     | Female      |   1.71 |   1.13 | High Jump
 Geir Kristjánsson       | Male        |   1.73 |   5.34 | 100 m dash
 Gunnar Benediktsson     | Male        |   1.83 |  13.03 | Triple Jump
 Benedikt Benediktsson   | Male        |   1.81 |    6.4 | 100 m dash
 Lovísa Benediktsdóttir  | Female      |   1.69 |   1.62 | High Jump
 Ármann Rúnarsson        | Male        |   1.78 |  12.18 | Triple Jump
 Björn Jónuson           | Male        |   1.73 |  11.93 | Triple Jump
 Gunnar Benediktsson     | Male        |   1.83 |   3.42 | Long Jump
 Björgvin Björnsson      | Male        |   1.82 |  11.21 | Shot Put
 Friðgeir Geirsson       | Male        |   1.88 |  10.27 | Triple Jump
 Geir Kristjánsson       | Male        |   1.73 |   6.53 | 100 m dash
 Rúnar Benediktsson      | Male        |   1.71 |   1.21 | High Jump
 Gréta Huldudóttir       | Female      |   1.76 |  10.95 | Triple Jump
 Sunneva Björnsdóttir    | Female      |   1.71 |    9.4 | Shot Put
 Geir Jónsson            | Male        |   1.75 |   2.05 | High Jump
 Angela Rúnarsdóttir     | Female      |   1.71 |   1.88 | High Jump
 Geir Hulduson           | Male        |   1.87 |   6.42 | Long Jump
 Ármann Ármannsson       | Male        |   1.77 |  13.75 | Shot Put
 Rúnar Björgvinsson      | Male        |   1.88 |   1.43 | High Jump
 Angela Björgvinsdóttir  | Female      |   1.64 |  12.96 | Triple Jump
 Angela Friðgeirsdóttir  | Female      |   1.79 |   8.81 | 100 m dash
 Kristján Björnsson      | Male        |   1.87 |  11.82 | Shot Put
 Ármann Ármannsson       | Male        |   1.77 |  12.29 | Triple Jump
 Geir Kristjánsson       | Male        |   1.73 |   6.61 | 100 m dash
 Jón Kristjánsson        | Male        |   1.79 |   9.81 | Shot Put
 Hulda Evudóttir         | Female      |   1.77 |   6.78 | 100 m dash
 Gréta Friðgeirsdóttir   | Female      |   1.64 |   1.53 | High Jump
 Jóna Benediktsdóttir    | Female      |   1.73 |   4.21 | Long Jump
 Gunnar Jónsson          | Male        |   1.81 |  10.14 | Triple Jump
 Friðgeir Gunnarsson     | Male        |   1.78 |   5.59 | 100 m dash
 Benedikt Benediktsson   | Male        |   1.81 |   9.83 | Shot Put
 Ása Evudóttir           | Female      |   1.65 |   1.73 | High Jump
 Jóna Björgvinsdóttir    | Female      |   1.65 |   1.13 | High Jump
 Geir Grétuson           | Male        |   1.88 |  12.03 | Triple Jump
 Ármann Geirsson         | Male        |   1.84 |   2.06 | High Jump
 Ármann Ármannsson       | Male        |   1.77 |   4.65 | Long Jump
 Rúnar Sunnevuson        | Male        |   1.75 |   5.36 | Long Jump
 Gunnar Benediktsson     | Male        |   1.89 |   1.16 | High Jump
 Kristján Ármannsson     | Male        |   1.89 |  15.02 | Shot Put
 Jóna Rúnarsdóttir       | Female      |   1.68 |  14.95 | Shot Put
 Friðgeir Friðgeirsson   | Male        |   1.75 |   5.62 | 100 m dash
 Björn Rúnarsson         | Male        |   1.88 |   1.61 | High Jump
 Ármann Geirsson         | Male        |   1.88 |   7.79 | Triple Jump
 Sunneva Gunnarsdóttir   | Female      |   1.63 |   1.57 | High Jump
 Elva Kristjánsdóttir    | Female      |   1.64 |   4.25 | Long Jump
 Gréta Rúnarsdóttir      | Female      |   1.63 |   6.74 | 100 m dash
 Björn Lovísuson         | Male        |   1.85 |   1.18 | High Jump
 Geir Benediktsson       | Male        |   1.89 |   1.49 | High Jump
 Jóna Björnsdóttir       | Female      |   1.69 |   7.78 | Triple Jump
 Ármann Rúnarsson        | Male        |   1.77 |  11.78 | Triple Jump
 Jóna Jónsdóttir         | Female      |   1.72 |   9.47 | Triple Jump
 Sunneva Benediktsdóttir | Female      |   1.66 |    5.8 | Long Jump
 Rúnar Rúnarsson         | Male        |   1.85 |   5.28 | 100 m dash
 Jón Kristjánsson        | Male        |   1.79 |   5.24 | Long Jump
 Björn Rúnarsson         | Male        |   1.88 |   4.59 | Long Jump
 Geir Kristjánsson       | Male        |   1.73 |  15.86 | Shot Put
 Gréta Huldudóttir       | Female      |   1.76 |   6.77 | 100 m dash
 Jóna Benediktsdóttir    | Female      |   1.62 |   9.32 | 100 m dash
 Elva Rúnarsdóttir       | Female      |   1.67 |   8.63 | Triple Jump
 Gréta Huldudóttir       | Female      |   1.76 |    1.5 | High Jump
 Gunnar Benediktsson     | Male        |   1.89 |   9.08 | 100 m dash
 Gréta Elvudóttir        | Female      |   1.76 |   7.91 | 100 m dash
 Ármann Rúnarsson        | Male        |   1.77 |   6.03 | Long Jump
 Angela Friðgeirsdóttir  | Female      |   1.79 |   6.91 | 100 m dash
 Friðgeir Geirsson       | Male        |   1.88 |   4.65 | Long Jump
 Elva Gunnarsdóttir      | Female      |   1.79 |  15.42 | Shot Put
 Lovísa Helgudóttir      | Female      |   1.64 |   7.35 | 100 m dash
 Eva Björgvinsdóttir     | Female      |   1.79 |   6.56 | Long Jump
 Björn Kristjánsson      | Male        |    1.8 |   8.35 | 100 m dash
 Geir Grétuson           | Male        |   1.88 |   7.79 | Triple Jump
 Gunnar Benediktsson     | Male        |   1.89 |   7.08 | 100 m dash
 Hulda Geirsdóttir       | Female      |   1.72 |   4.69 | Long Jump
 Geir Gunnarsson         | Male        |    1.7 |  14.55 | Shot Put
 Jóna Benediktsdóttir    | Female      |   1.73 |  10.85 | Triple Jump
 Elva Gunnarsdóttir      | Female      |   1.64 |  15.24 | Shot Put
 Lovísa Benediktsdóttir  | Female      |   1.72 |  11.02 | Triple Jump
 Kristján Björnsson      | Male        |   1.85 |   8.79 | Shot Put
 Hulda Kristjánsdóttir   | Female      |   1.77 |   8.62 | Triple Jump
 Lovísa Benediktsdóttir  | Female      |   1.73 |   8.95 | Shot Put
 Friðgeir Friðgeirsson   | Male        |   1.89 |   6.15 | 100 m dash
 Gréta Rúnarsdóttir      | Female      |   1.63 |   5.58 | Long Jump
 Jóna Björnsdóttir       | Female      |   1.69 |   9.46 | Triple Jump
 Sunneva Björnsdóttir    | Female      |   1.71 |  12.23 | Triple Jump
 Geir Björgvinsson       | Male        |   1.81 |   5.42 | Long Jump
 Angela Friðgeirsdóttir  | Female      |   1.79 |  12.04 | Triple Jump
 Jóna Angeludóttir       | Female      |   1.69 |    5.9 | Long Jump
 Gréta Friðgeirsdóttir   | Female      |   1.64 |   8.52 | 100 m dash
 Elva Kristjánsdóttir    | Female      |   1.64 |   5.58 | Long Jump
 Gréta Kristjánsdóttir   | Female      |   1.67 |   1.58 | High Jump
 Lovísa Benediktsdóttir  | Female      |   1.72 |  11.68 | Triple Jump
 Ármann Geirsson         | Male        |   1.84 |   3.42 | Long Jump
 Rúnar Rúnarsson         | Male        |   1.85 |  12.75 | Triple Jump
 Rúnar Benediktsson      | Male        |   1.71 |   1.97 | High Jump
 Gréta Kristjánsdóttir   | Female      |   1.79 |   1.82 | High Jump
 Björn Björnsson         | Male        |   1.88 |   5.21 | Long Jump
 Geir Grétuson           | Male        |   1.88 |   4.85 | Long Jump
 Björn Benediktsson      | Male        |   1.84 |   6.45 | 100 m dash
 Sunneva Geirsdóttir     | Female      |   1.66 |   5.63 | Long Jump
 Gunnar Jónsson          | Male        |   1.87 |   1.97 | High Jump
 Björn Angeluson         | Male        |   1.84 |   5.05 | Long Jump
 Geir Rúnarsson          | Male        |   1.78 |   9.35 | Triple Jump
 Ármann Gunnarsson       | Male        |   1.88 |  15.07 | Shot Put
 Jóna Jónsdóttir         | Female      |   1.72 |   8.85 | 100 m dash
 Björgvin Björgvinsson   | Male        |   1.75 |    8.7 | Shot Put
 Björgvin Björnsson      | Male        |   1.82 |  11.25 | Triple Jump
 Lovísa Benediktsdóttir  | Female      |   1.69 |   4.69 | Long Jump
 Sunneva Björgvinsdóttir | Female      |   1.72 |   6.51 | 100 m dash
 Sunneva Jónudóttir      | Female      |   1.77 |  15.84 | Shot Put
 Kristján Geirsson       | Male        |   1.75 |   5.27 | Long Jump
 Geir Benediktsson       | Male        |   1.89 |   6.63 | Long Jump
 Friðgeir Friðgeirsson   | Male        |   1.75 |   1.44 | High Jump
 Helga Björnsdóttir      | Female      |    1.6 |  16.04 | Shot Put
 Lovísa Sunnevudóttir    | Female      |   1.73 |   8.94 | Triple Jump
 Björn Friðgeirsson      | Male        |   1.71 |   1.65 | High Jump
 Friðgeir Gunnarsson     | Male        |   1.78 |   6.87 | Triple Jump
 Björn Björnsson         | Male        |   1.84 |  11.96 | Triple Jump
 Geir Hulduson           | Male        |   1.71 |   9.15 | Triple Jump
 Geir Björgvinsson       | Male        |   1.81 |   1.58 | High Jump
 Björn Jónuson           | Male        |   1.73 |   2.02 | High Jump
 Gréta Huldudóttir       | Female      |   1.76 |   1.15 | High Jump
 Angela Björgvinsdóttir  | Female      |   1.64 |  14.39 | Shot Put
 Björn Björnsson         | Male        |   1.82 |   3.46 | Long Jump
 Gunnar Benediktsson     | Male        |   1.89 |   9.23 | Triple Jump
 Sunneva Helgudóttir     | Female      |   1.77 |   9.78 | 100 m dash
 Björn Geirsson          | Male        |   1.84 |    6.3 | Long Jump
 Friðgeir Friðgeirsson   | Male        |   1.89 |   8.39 | Shot Put
 Gréta Kristjánsdóttir   | Female      |   1.62 |   5.86 | Long Jump
 Benedikt Benediktsson   | Male        |   1.81 |   6.57 | Long Jump
 Jóna Björgvinsdóttir    | Female      |   1.65 |   9.21 | 100 m dash
 Björgvin Björgvinsson   | Male        |   1.75 |   7.34 | Triple Jump
 Ármann Rúnarsson        | Male        |   1.77 |  12.41 | Shot Put
 Elva Kristjánsdóttir    | Female      |   1.64 |   6.78 | Long Jump
 Hulda Kristjánsdóttir   | Female      |   1.79 |  10.73 | Shot Put
 Jón Kristjánsson        | Male        |   1.79 |   1.08 | High Jump
 Friðgeir Gunnarsson     | Male        |   1.87 |   8.79 | 100 m dash
 Gréta Huldudóttir       | Female      |   1.76 |   5.79 | Long Jump
 Björn Björnsson         | Male        |   1.84 |  15.38 | Shot Put
 Eva Gunnarsdóttir       | Female      |   1.61 |    2.1 | High Jump
 Ása Jónsdóttir          | Female      |    1.7 |   1.89 | High Jump
 Björn Rúnarsson         | Male        |   1.81 |   1.61 | High Jump
 Hulda Jónsdóttir        | Female      |   1.75 |   9.68 | Shot Put
 Ása Björgvinsdóttir     | Female      |   1.71 |   1.43 | High Jump
 Helga Friðgeirsdóttir   | Female      |    1.6 |  14.22 | Shot Put
 Geir Grétuson           | Male        |   1.88 |   1.32 | High Jump
 Geir Benediktsson       | Male        |   1.89 |    5.3 | 100 m dash
 Geir Friðgeirsson       | Male        |   1.86 |   7.88 | Triple Jump
 Helga Ármannsdóttir     | Female      |   1.61 |    8.7 | 100 m dash
